AssigneeID	KeywordID
A_000099	K_715108
A_000099	K_715223
A_000099	K_715232
A_000099	K_715246
A_000099	K_715252
A_000099	K_715426
A_000099	K_715428
A_000099	K_715901
A_000099	K_716008
A_000099	K_716053
A_000099	K_716254
A_000099	K_716283
A_000099	K_716291
A_000099	K_716323
A_000099	K_716391
A_000099	K_716766
A_000099	K_716983
A_000099	K_717287
A_000099	K_717625
A_000099	K_717775
A_000099	K_718070
A_000099	K_718207
A_000099	K_718209
A_000099	K_718335
A_000099	K_718345
A_000099	K_718364
A_000099	K_718370
A_000099	K_718391
A_000099	K_718666
A_000099	K_718678
A_000099	K_718810
A_000099	K_718811
A_000099	K_719337
A_000099	K_719764
A_000099	K_719822
A_000099	K_719847
A_000099	K_719857
A_000099	K_720140
A_000099	K_720189
A_000099	K_720300
A_000099	K_720337
A_000099	K_720409
A_000099	K_720800
A_000099	K_721052
A_000099	K_721211
A_000099	K_721212
A_000099	K_722061
A_000099	K_722128
A_000099	K_722246
A_000099	K_722514
A_000099	K_722617
A_000099	K_722724
A_000099	K_723269
A_000099	K_723601
A_000099	K_724020
A_000099	K_724025
A_000099	K_724309
A_000099	K_724526
A_000099	K_724588
A_000099	K_725058
A_000099	K_725080
A_000099	K_725162
A_000099	K_725356
A_000099	K_725490
A_000099	K_725813
A_000099	K_725877
A_000099	K_725923
A_000099	K_725946
A_000099	K_726182
A_000099	K_726213
A_000099	K_726554
A_000099	K_726562
A_000099	K_726648
A_000099	K_726694
A_000099	K_726751
A_000099	K_727004
A_000099	K_727326
A_000099	K_727407
A_000099	K_727565
A_000099	K_727905
A_000099	K_728041
A_000099	K_728065
A_000099	K_728229
A_000099	K_728284
A_000099	K_728385
A_000099	K_728393
A_000099	K_728398
A_000099	K_728399
A_000099	K_728400
A_000099	K_728403
A_000099	K_728420
A_000099	K_728453
A_000099	K_728515
A_000099	K_728516
A_000099	K_728538
A_000099	K_728540
A_000099	K_728557
A_000099	K_728567
A_000099	K_728614
A_000099	K_728623
A_000099	K_728649
A_000099	K_728727
A_000099	K_728729
A_000099	K_728749
A_000099	K_728783
A_000099	K_728893
A_000099	K_729161
A_000099	K_729191
A_000099	K_729273
A_000099	K_729274
A_000099	K_729278
A_000099	K_729400
A_000099	K_729401
A_000099	K_729402
A_000099	K_729532
A_000099	K_729555
A_000099	K_729657
A_000099	K_729751
A_000099	K_729795
A_000099	K_729850
A_000099	K_729930
A_000099	K_730061
A_000099	K_730086
A_000099	K_730429
A_000099	K_730469
A_000099	K_730470
A_000099	K_730478
A_000099	K_730555
A_000099	K_730557
A_000099	K_730559
A_000099	K_730655
A_000099	K_730828
A_000099	K_730846
A_000099	K_730873
A_000099	K_731306
A_000099	K_731364
A_000099	K_731397
A_000099	K_731407
A_000099	K_731442
A_000099	K_731448
A_000099	K_731502
A_000099	K_731507
A_000099	K_731643
A_000099	K_731897
A_000099	K_731918
A_000099	K_731985
A_000099	K_732728
A_000099	K_732729
A_000099	K_732757
A_000099	K_732763
A_000099	K_732765
A_000099	K_732781
A_000099	K_732902
A_000099	K_732948
A_000099	K_733290
A_000099	K_733314
A_000099	K_733445
A_000099	K_733466
A_000099	K_733656
A_000099	K_733659
A_000099	K_733695
A_000099	K_733910
A_000099	K_734402
A_000099	K_735283
A_000099	K_735286
A_000099	K_735290
A_000099	K_735313
A_000099	K_735320
A_000099	K_735352
A_000099	K_735475
A_000099	K_735527
A_000099	K_735539
A_000099	K_735595
A_000099	K_735678
A_000099	K_735679
A_000099	K_735687
A_000099	K_735688
A_000099	K_735690
A_000099	K_735695
A_000099	K_735697
A_000099	K_735698
A_000099	K_735707
A_000099	K_735961
A_000099	K_736304
A_000099	K_736483
A_000099	K_737781
A_000099	K_737782
A_000099	K_737783
A_000099	K_737784
A_000099	K_737886
A_000099	K_738239
A_000099	K_738243
A_000099	K_738367
